start,end,_Get Coordinates of Feature_latitude,_Get Coordinates of Feature_longitude,_Get Coordinates of Feature_altitude,_Get Coordinates of Feature_precision,Feature to be mapped,Take a clear Photo of the Transformer,Take a clear Photo of the Transformer_URL,What telecommunication network owns it?,Provide a clear photo of the Illegal dumpsite,Provide a clear photo of the Illegal dumpsite_URL,What is the Environmental Hazard,Well_Water_Level___,Provide a clear photo of the mast showing the logo of the telecoms provider,Provide a clear photo of the mast showing the logo of the telecoms provider_URL,Provide a clear photo of the environmental hazard,Provide a clear photo of the environmental hazard_URL,_index
2024-02-03,2024-02-03,7.242434,5.189034,341.9234886,5,Telephone Masts,,,MTN,,,,,image-10_34_50.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F22c4d22b-0b4b-4ecb-b760-17d8c1beb7cf%2Fimage-10_34_50.jpg,,,258
2024-02-03,2024-02-03,7.2462,5.196553,373.8,2.099999905,Well_Water_Level,,,,,,,6.37,,,,,259
2024-02-03,2024-02-03,7.243757,5.190749,347.1615868,5,Well_Water_Level,,,,,,,4.14,,,,,260
2024-02-03,2024-02-03,7.2447,5.197855,371.4,2.200000048,Well_Water_Level,,,,,,,3.05,,,,,261
2024-02-03,2024-02-03,7.242322,5.192032,352.7384911,5,Well_Water_Level,,,,,,,3.3,,,,,262
2024-02-03,2024-02-03,7.242432,5.199118,370.7,4.5,Transformer,17069756196813085576002474670911-16_59_11.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F4c627190-403d-4c8c-8724-98c3b3094779%2F17069756196813085576002474670911-16_59_11.jpg,,,,,,,,,,263
2024-02-03,2024-02-03,7.240103,5.192712,347.9861717,5,Transformer,image-11_3_32.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F60f81c03-9ef6-4585-9355-65ea9673cc90%2Fimage-11_3_32.jpg,,,,,,,,,,264
2024-02-03,2024-02-03,7.240161,5.192684,351.7865868,5,Well_Water_Level,,,,,,,2.84,,,,,265
2024-02-03,2024-02-03,7.238956,5.194861,345.7586327,5,Transformer,image-11_13_19.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F14d18774-6223-4784-b9cf-4b4b7f13700f%2Fimage-11_13_19.jpg,,,,,,,,,,266
2024-02-03,2024-02-03,7.243013,5.200693,375.7,2.599999905,Well_Water_Level,,,,,,,7.43,,,,,267
2024-02-03,2024-02-03,7.245053,5.202035,384.8999939,2,Transformer,17069771381384508536015889410126-17_19_9.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F13993150-121b-43ec-9c28-ca20f34fce3f%2F17069771381384508536015889410126-17_19_9.jpg,,,,,,,,,,268
2024-02-03,2024-02-03,7.242583,5.19422,351.4355125,5,Well_Water_Level,,,,,,,5.56,,,,,269
2024-02-03,2024-02-03,7.246356,5.201259,374.7999878,2,Well_Water_Level,,,,,,,3.26,,,,,270
2024-02-03,2024-02-03,7.244681,5.19386,354.3672142,5,Well_Water_Level,,,,,,,4.09,,,,,271
2024-02-03,2024-02-03,7.245228,5.191958,348.6423607,5,Well_Water_Level,,,,,,,2.83,,,,,272
2024-02-03,2024-02-03,7.246224,5.192208,344.0870018,5,Illegal Dumpsites,,,,image-11_48_8.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F48a58287-f70b-43cf-ab02-97d8bea2db1f%2Fimage-11_48_8.jpg,,,,,,,273
2024-02-03,2024-02-03,7.246071,5.191329,352.9886131,5,Well_Water_Level,,,,,,,2.92,,,,,274
2024-02-03,2024-02-03,7.245936,5.190745,351.0181541,5,Well_Water_Level,,,,,,,4.43,,,,,275
2024-02-03,2024-02-03,7.247362,5.191104,344.8047142,5,Well_Water_Level,,,,,,,4.06,,,,,276
2024-02-03,2024-02-03,7.246998,5.192853,345.0525169,5,Well_Water_Level,,,,,,,1.26,,,,,277
2024-02-03,2024-02-03,7.246888,5.193499,351.1438866,5,Well_Water_Level,,,,,,,2.05,,,,,278
2024-02-03,2024-02-03,7.247181,5.193473,347.9876366,5,Illegal Dumpsites,,,,image-12_15_48.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2Fa6c6c438-087a-405e-9146-8d15f5dd5a6a%2Fimage-12_15_48.jpg,,,,,,,279
2024-02-03,2024-02-03,7.24911,5.193427,346.5277367,5,Well_Water_Level,,,,,,,1,,,,,280
2024-02-03,2024-02-03,7.250118,5.193126,348.274868,5,Well_Water_Level,,,,,,,2.16,,,,,281
2024-02-03,2024-02-03,7.250004,5.192517,344.0147972,5,Well_Water_Level,,,,,,,1.02,,,,,282
2024-02-03,2024-02-03,7.249564,5.192602,346.3005028,5,Illegal Dumpsites,,,,image-12_31_33.jpg,https://kc-eu.kobotoolbox.org/media/original?media_file=rsg_futa%2Fattachments%2F08314d5cb3504ee39083b0f9533ae0fd%2F8b15c1ad-edaa-43b6-b903-2f0606f1cffa%2Fimage-12_31_33.jpg,,,,,,,283
2024-02-03,2024-02-03,7.250816,5.193103,344.9923973,5,Well_Water_Level,,,,,,,4.26,,,,,284
